ID,Title,Description,URL,Format,Tags,Tone,Audience,Source,Language
535,Politeknik Sultan Azlan Shah Behrang,Politeknik Sultan Azlan Shah Behrang campus counselling services Perak.,https://www.psas.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PSAS Behrang,English
536,Understanding Flight Fawn Freeze,Explaining all trauma responses fight flight freeze fawn and flop.,https://www.psychologytoday.com/us/blog/evolution-the-self/202105/fight-flight-freeze-fawn-and-flop-responses-trauma,Article,trauma|responses|nervous-system|survival,informative,all,Psychology Today,English
537,Desert Night Stars Sounds,Two-hour peaceful desert night with crickets under starry sky.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|desert|night|stars,calm,all,Meditative Mind,English
538,Understanding Passive Aggression,Recognizing and dealing with passive aggressive behavior patterns.,https://www.psychologytoday.com/us/basics/passive-aggression,Article,passive-aggression|behavior|communication|conflict,informative,all,Psychology Today,English
539,Politeknik Metro Johor Bahru,Politeknik Metro Johor Bahru student counselling unit mental health services.,https://www.pmjb.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PMJB,English
540,Managing Existential Crisis,Navigating existential crisis and finding meaning during life transitions.,https://www.psychologytoday.com/us/blog/the-unmapped-country/202006/what-is-existential-crisis,Article,existential|crisis|meaning|transitions,supportive,young_adults,Psychology Today,English
541,Tropical Beach Sunset Sounds,Hour-long tropical beach at sunset with gentle waves and birds.,https://www.youtube.com/watch?v=WHPYKLM5XsE,Audio,relaxation|beach|tropical|sunset,calm,all,Relaxing White Noise,English
542,Understanding Obsessive Love,Information about obsessive love disorder and relationship anxiety.,https://www.psychologytoday.com/us/blog/in-excess/201911/when-love-becomes-obsession,Article,obsessive-love|relationships|attachment|anxiety,informative,young_adults,Psychology Today,English
543,Politeknik Metro Kuala Lumpur,Politeknik Metro Kuala Lumpur counselling services student support.,https://www.pmkl.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PMKL,English
544,Recovering from Burnout,Evidence-based recovery strategies for overcoming chronic burnout.,https://www.helpguide.org/articles/stress/burnout-prevention-and-recovery.htm,Article,burnout|recovery|rest|strategies,supportive,all,HelpGuide,English
545,Moonlight Ocean Waves,Eight-hour ocean waves under moonlight for romantic peaceful sleep.,https://www.youtube.com/watch?v=WHPYKLM5XsE,Audio,sleep|ocean|moonlight|romantic,calm,all,Relaxing White Noise,English
546,Understanding Erotomania,Educational resource about erotomania and delusional love beliefs.,https://www.psychologytoday.com/us/conditions/delusional-disorder,Article,erotomania|delusions|love|disorder,informative,all,Psychology Today,English
547,Politeknik Metro Kuantan,Politeknik Metro Kuantan Pahang counselling unit student mental health.,https://www.pmktn.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PMKTN,English
548,Managing Quarter Life Crisis,Navigating quarter-life crisis anxiety and finding direction in twenties.,https://www.psychologytoday.com/us/blog/happy-trails/201804/the-quarter-life-crisis,Article,quarter-life|crisis|twenties|direction,supportive,young_adults,Psychology Today,English
549,Ancient Forest Meditation,Two-hour ancient old-growth forest ambience for deep meditation.,https://www.youtube.com/watch?v=xNN7iTA57jg,Audio,meditation|forest|ancient|deep,calm,all,Relaxing White Noise,English
550,Understanding Love Addiction,Information about love addiction codependency and relationship patterns.,https://www.psychologytoday.com/us/blog/love-and-sex-in-the-digital-age/201504/signs-love-addiction,Article,love-addiction|codependency|relationships|patterns,informative,young_adults,Psychology Today,English
551,Politeknik Sandakan Counselling,Politeknik Sandakan Sabah student counselling services mental health support.,https://www.psa.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PSA Sandakan,English
552,Overcoming People Pleasing,Strategies for overcoming people pleasing and establishing boundaries.,https://www.psychologytoday.com/us/blog/shrink/201210/are-you-people-pleaser,Article,people-pleasing|boundaries|assertiveness|self-worth,supportive,all,Psychology Today,English
553,Himalayan Wind Meditation,Hour-long Himalayan mountain wind sounds for spiritual meditation.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|himalayan|spiritual|wind,calm,all,Meditative Mind,English
554,Understanding Relationship Anxiety,Managing anxiety in romantic relationships and attachment fears.,https://www.psychologytoday.com/us/blog/the-freedom-change/201902/relationship-anxiety,Article,relationship-anxiety|attachment|intimacy|fear,informative,young_adults,Psychology Today,English
555,Politeknik Tun Syed Nasir Counselling,Politeknik Tun Syed Nasir Pagoh counselling services students Johor.,https://www.ptsn.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PTSN,English
556,Managing Midlife Crisis,Understanding and navigating midlife transitions and identity questions.,https://www.psychologytoday.com/us/basics/midlife-crisis,Article,midlife|crisis|transitions|identity,informative,all,Psychology Today,English
557,Autumn Forest Rain Sounds,Three-hour autumn rain in forest with falling leaves for sleep.,https://www.youtube.com/watch?v=q76bMs-NwRk,Audio,sleep|autumn|rain|forest,calm,all,Relaxing White Noise,English
558,Understanding Emotional Abuse,Recognizing signs of emotional abuse and psychological manipulation.,https://www.psychologytoday.com/us/basics/emotional-abuse,Article,emotional-abuse|manipulation|recognition|recovery,informative,all,Psychology Today,English
559,Politeknik Tuanku Syed Sirajuddin,Politeknik Tuanku Syed Sirajuddin Perlis counselling student services.,https://www.ptss.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,PTSS,English
560,Dealing with Envy,Understanding and managing envy jealousy and social comparison.,https://www.psychologytoday.com/us/blog/joy-and-pain/201401/6-ways-overcome-envy,Article,envy|jealousy|comparison|emotions,supportive,all,Psychology Today,English
561,Crystal Singing Bowls Healing,Hour-long crystal singing bowls meditation for chakra healing.,https://www.youtube.com/watch?v=3eYwHghWoZ8,Audio,meditation|crystal-bowls|chakra|healing,calm,all,Meditative Mind,English
562,Understanding Financial Anxiety,Managing anxiety related to money finances and economic stress.,https://www.verywellmind.com/what-is-financial-anxiety-5179049,Article,financial|anxiety|money|stress,informative,all,Verywell Mind,English
563,Genting Inti International Counselling,Genting Inti International College counselling services students Pahang.,https://www.genting.edu.my/,Helpline,students|counseling|malaysia|college,supportive,students,GIIC,English
564,Overcoming Phone Anxiety,Strategies for managing phone call anxiety and improving communication.,https://www.verywellmind.com/how-to-overcome-phone-anxiety-4175989,Article,phone-anxiety|social-anxiety|communication|strategies,supportive,young_adults,Verywell Mind,English
565,Spring Garden Birds Sounds,Two-hour spring garden with singing birds for morning meditation.,https://www.youtube.com/watch?v=xNN7iTA57jg,Audio,meditation|spring|birds|garden,calm,all,Relaxing White Noise,English
566,Understanding Decision Fatigue,Information about decision fatigue and strategies for better choices.,https://www.verywellmind.com/what-is-decision-fatigue-5191931,Article,decision-fatigue|mental-energy|choices|wellbeing,informative,all,Verywell Mind,English
567,Nilai Polytechnic Counselling,Nilai Polytechnic Negeri Sembilan student counselling mental health services.,https://www.nilai.edu.my/,Helpline,students|counseling|malaysia|polytechnic,supportive,students,Nilai Poly,English
568,Managing Academic Stress,Comprehensive strategies for managing stress in academic environments.,https://www.anxietycanada.com/articles/test-anxiety/,Article,academic|stress|students|management,supportive,students,Anxiety Canada,English
569,Cosmic Deep Space Ambient,Three-hour deep space ambient for transcendent meditation experience.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|space|cosmic|transcendent,calm,all,Meditative Mind,English
570,Understanding Revenge Bedtime,Information about revenge bedtime procrastination and sleep hygiene.,https://www.verywellmind.com/what-is-revenge-bedtime-procrastination-5189591,Article,sleep|procrastination|bedtime|habits,informative,young_adults,Verywell Mind,English
571,Malaysian Institute of Art Counselling,Malaysian Institute of Art counselling services for art students KL.,https://www.mia.edu.my/,Helpline,students|counseling|malaysia|art-school,supportive,students,MIA,English
572,Overcoming Social Media Anxiety,Managing anxiety related to social media use and digital comparison.,https://www.verywellmind.com/how-to-overcome-social-media-anxiety-5204887,Article,social-media|anxiety|digital|comparison,informative,young_adults,Verywell Mind,English
573,Summer Beach Waves Evening,Hour-long peaceful summer beach at evening for relaxation.,https://www.youtube.com/watch?v=WHPYKLM5XsE,Audio,relaxation|beach|summer|evening,calm,all,Relaxing White Noise,English
574,Understanding Languishing,Information about languishing mental state and finding flourishing.,https://www.verywellmind.com/what-is-languishing-5185668,Article,languishing|wellbeing|flourishing|mental-health,informative,all,Verywell Mind,English
575,Saito University College Counselling,Saito University College Petaling Jaya counselling student services.,https://www.saito.edu.my/,Helpline,students|counseling|malaysia|college,supportive,students,Saito UC,English
576,Managing Climate Anxiety,Coping with eco-anxiety and climate change related distress.,https://www.psychologytoday.com/us/blog/the-psychology-of-eating/202109/climate-anxiety,Article,climate|eco-anxiety|environment|coping,informative,young_adults,Psychology Today,English
577,Tropical Rainforest Night,Eight-hour nighttime rainforest with nocturnal animals for sleep.,https://www.youtube.com/watch?v=xNN7iTA57jg,Audio,sleep|rainforest|night|animals,calm,all,Relaxing White Noise,English
578,Understanding Doomscrolling,Information about doomscrolling news anxiety and digital wellbeing.,https://www.verywellmind.com/doomscrolling-5097714,Article,doomscrolling|news|anxiety|digital-wellbeing,informative,all,Verywell Mind,English
579,First City University Counselling,First City University College counselling services students Petaling Jaya.,https://www.firstcity.edu.my/,Helpline,students|counseling|malaysia|college,supportive,students,FCUC,English
580,Dealing with Zoom Fatigue,Understanding and managing video call fatigue and virtual exhaustion.,https://www.verywellmind.com/zoom-fatigue-what-it-is-and-how-to-deal-5094400,Article,zoom-fatigue|virtual|exhaustion|remote,informative,all,Verywell Mind,English
581,Sacred Temple Bells Meditation,Two-hour temple bells and chanting for spiritual meditation practice.,https://www.youtube.com/watch?v=jXdvGYYGqtw,Audio,meditation|temple|bells|spiritual,calm,all,Meditative Mind,English
582,Understanding Hustle Culture,Examining hustle culture toxic productivity and sustainable success.,https://www.verywellmind.com/what-is-hustle-culture-5097571,Article,hustle-culture|productivity|burnout|balance,informative,young_adults,Verywell Mind,English
583,Raffles University Counselling,Raffles University Iskandar counselling services students Johor.,https://www.raffles-university.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Raffles University,English
584,Managing Pandemic Anxiety,Coping with ongoing pandemic-related anxiety and uncertainty.,https://www.anxietycanada.com/articles/covid-19-managing-anxiety/,Article,pandemic|covid|anxiety|uncertainty,informative,all,Anxiety Canada,English
585,Winter Forest Snow Sounds,Three-hour peaceful winter forest with gentle snowfall ambience.,https://www.youtube.com/watch?v=eoeOQ8y76FM,Audio,relaxation|winter|forest|snow,calm,all,Relaxing White Noise,English
586,Understanding Revenge Porn,Information about image-based abuse support and legal resources.,https://www.psychologytoday.com/us/blog/the-compass-pleasure/202011/revenge-porn,Article,revenge-porn|abuse|digital|support,informative,young_adults,Psychology Today,English
